noise,sentence,file
1,1:5,65. LIBER LXIII - NOVUM TESTAMENTUM-EPISTULA BEATI PAULI APOSTOLI AD THESSALONICENSES 2_djvu.txt
1,1:54,50. LIBER XLVIII - VETUS TESTAMENTUM-LIBER 1 MACHABÆORUM_djvu.txt
1,1:7,62. LIBER LX - NOVUM TESTAMENTUM-EPISTULA BEATI PAULI APOSTOLI AD PHILIPPENSES_djvu.txt
1,1:7,64. LIBER LXII - NOVUM TESTAMENTUM-EPISTULA BEATI PAULI APOSTOLI AD THESSALONICENSES 1_djvu.txt
1,1:7,73. LIBER LXXI - NOVUM TESTAMENTUM-EPISTULA BEATI PETRI APOSTOLI 1_djvu.txt
1,1:7,44. LIBER XLII - VETUS TESTAMENTUM-PROPHETIA NAHUM_djvu.txt
1,1:7,38. LIBER XXXVI - VETUS TESTAMENTUM-PROPHETIA OSEE_djvu.txt
1,1:7,22. LIBER XX - VETUS TESTAMENTUM-LIBER TOBIÆ_djvu.txt
1,1:8,4. LIBER II - VETUS TESTAMENTUM-LIBER EXODUS_djvu.txt
1,1:8,53. LIBER LI - NOVUM TESTAMENTUM-EVANGELIUM SECUNDUM MARCUM_djvu.txt
1,1!,101233278X3_djvu.txt
,"1. ARCANA I - ARCANA CCELESTIA, QUAE IN SCRIPTURA SACRA",2. ARCANUM - MENSAM DE CONTENTIS IN EODEM_djvu.txt
,1. avenacea,2564041R_djvu.txt
,1. Ex Hollando etc.] Inth e Percontandi,1. CARTAS DE ERASMO. OPVS EPISTOLARVM ERASMI TOM. I 1484-1514_djvu.txt
,"1. Germanicus, -a, -um, adj. Da Germa-",1 DICIONARIO ESCOLAR LATINO-PORTUGUES  LETRAS  A-J.  ERNESTO FARIA E RUTH JUNQUEIRA_djvu.txt
,1. In illa vero ex alicuius gazis mephitici,101550910_djvu.txt
,1. LIBER,2. LOGOS - MENSAM DE CONTENTIS IN EODEM_djvu.txt
,1. LIBER I - DOCTRINA NOWE HIEROSOLYM/E DE DOMINO.64,2. TRIADEKATEUCH - MENSAM DE CONTENTIS IN EODEM_djvu.txt
1,"1) Album amn-ori/m, fol. 219, »""",39002011124253.med.yale.edu_djvu.txt
,"1) materies liquida, ulcerum pulmonaliuni superficiem ob-",39002086173680.med.yale.edu_djvu.txt
,1) Tubercula in cerebro crebro videmus eadem in omni-,39002055097423.med.yale.edu_djvu.txt
1,10:12,12. LIBER X - VETUS TESTAMENTUM-LIBER 2 SAMUELIS_djvu.txt
1,10:13,55. LIBER LIII - NOVUM TESTAMENTUM-EVANGELIUM SECUNDUM IOANNEM_djvu.txt
1,10:14,59. LIBER LVII - NOVUM TESTAMENTUM-EPISTULA BEATI PAULI APOSTOLI AD CORINTHIOS 2_djvu.txt
1,10:2,70. LIBER LXVIII - NOVUM TESTAMENTUM-EPISTULA BEATI PAULI APOSTOLI AD HEBRÆOS_djvu.txt
1,10:20,57. LIBER LV - NOVUM TESTAMENTUM-EPISTULA BEATI PAULI APOSTOLI AD ROMANOS_djvu.txt
1,10:23,56. LIBER LIV - NOVUM TESTAMENTUM-ACTUS APOSTOLORUM_djvu.txt
1,10:25,27. LIBER XXV - VETUS TESTAMENTUM-LIBER PROVERBIORUM_djvu.txt
1,10:26,18. LIBER XVI - VETUS TESTAMENTUM-LIBER 1 ESDRÆ_djvu.txt
1,10:27,58. LIBER LVI - NOVUM TESTAMENTUM-EPISTULA BEATI PAULI APOSTOLI AD CORINTHIOS 1_djvu.txt
1,10:27,19. LIBER XVII - VETUS TESTAMENTUM-LIBER 2 ESDRÆ_djvu.txt
,"10:45 et quoniam dixit tibi, quia sterilis fuit",21. LIBER XIX - VETUS TESTAMENTUM-LIBER 4 ESDRÆ_djvu.txt
1,10:7,18. LIBER XVI - VETUS TESTAMENTUM-LIBER 1 ESDRÆ_djvu.txt
1,10:8,5. LIBER III - VETUS TESTAMENTUM-LIBER LEVITICUS_djvu.txt
,10. Tempore es moneta. = a. « time is moncy *.,100-exemplo-de-Interlingua_djvu.txt
1,10) Jd. L. III. 162. p. 62. 41. ■ 'O xx9*p6 ( t£ VP . . .,39002086311462.med.yale.edu_djvu.txt
1,11:10,9. LIBER VII - VETUS TESTAMENTUM-LIBER IUDICUM_djvu.txt
1,11:12,57. LIBER LV - NOVUM TESTAMENTUM-EPISTULA BEATI PAULI APOSTOLI AD ROMANOS_djvu.txt
1,11:19,23. LIBER XXI - VETUS TESTAMENTUM-LIBER IUDITH_djvu.txt
1,11:23,19. LIBER XVII - VETUS TESTAMENTUM-LIBER 2 ESDRÆ_djvu.txt
1,11:29,57. LIBER LV - NOVUM TESTAMENTUM-EPISTULA BEATI PAULI APOSTOLI AD ROMANOS_djvu.txt
1,11:34,57. LIBER LV - NOVUM TESTAMENTUM-EPISTULA BEATI PAULI APOSTOLI AD ROMANOS_djvu.txt
1,11:4,6. LIBER IV - VETUS TESTAMENTUM-LIBER NUMERI_djvu.txt
1,11:4,28. LIBER XXVI - VETUS TESTAMENTUM-LIBER ECCLESIASTES_djvu.txt
1,11:40,70. LIBER LXVIII - NOVUM TESTAMENTUM-EPISTULA BEATI PAULI APOSTOLI AD HEBRÆOS_djvu.txt
1,11:5,8. LIBER VI - VETUS TESTAMENTUM-LIBER IOSUE_djvu.txt
1,11:5,58. LIBER LVI - NOVUM TESTAMENTUM-EPISTULA BEATI PAULI APOSTOLI AD CORINTHIOS 1_djvu.txt
1,11:53,55. LIBER LIII - NOVUM TESTAMENTUM-EVANGELIUM SECUNDUM IOANNEM_djvu.txt
1,11:6,22. LIBER XX - VETUS TESTAMENTUM-LIBER TOBIÆ_djvu.txt
1,11:7,22. LIBER XX - VETUS TESTAMENTUM-LIBER TOBIÆ_djvu.txt
1,11:9,36. LIBER XXXIV - VETUS TESTAMENTUM-PROPHETIA EZECHIELIS_djvu.txt
2,"111. Sehultz-Schultzenstein de Encyclopaedia medica,",39002086172278.med.yale.edu_djvu.txt
1,12:13,19. LIBER XVII - VETUS TESTAMENTUM-LIBER 2 ESDRÆ_djvu.txt
1,12:23,58. LIBER LVI - NOVUM TESTAMENTUM-EPISTULA BEATI PAULI APOSTOLI AD CORINTHIOS 1_djvu.txt
1,12:23,12. LIBER X - VETUS TESTAMENTUM-LIBER 2 SAMUELIS_djvu.txt
1,12:23,13. LIBER XI - VETUS TESTAMENTUM-LIBER 1 REGUM_djvu.txt
,12:29 et quoniam vidisti duas subalares,21. LIBER XIX - VETUS TESTAMENTUM-LIBER 4 ESDRÆ_djvu.txt
1,12:44,19. LIBER XVII - VETUS TESTAMENTUM-LIBER 2 ESDRÆ_djvu.txt
1,12:5,38. LIBER XXXVI - VETUS TESTAMENTUM-PROPHETIA OSEE_djvu.txt
1,12:6,56. LIBER LIV - NOVUM TESTAMENTUM-ACTUS APOSTOLORUM_djvu.txt
1,12:9,58. LIBER LVI - NOVUM TESTAMENTUM-EPISTULA BEATI PAULI APOSTOLI AD CORINTHIOS 1_djvu.txt
,"12. ARCANA XII - ARCANA CCELESTIA, QUAE IN SCRIPTURA SACRA",2. ARCANUM - MENSAM DE CONTENTIS IN EODEM_djvu.txt
1,122:3,0030HORO_djvu.txt
1,13 Utrulocuefitgnatioiepn m queadrnodii*:pz. 4,2211032R_djvu.txt
1,13:10,23. LIBER XXI - VETUS TESTAMENTUM-LIBER IUDITH_djvu.txt
1,13:13,4. LIBER II - VETUS TESTAMENTUM-LIBER EXODUS_djvu.txt
1,13:14,7. LIBER V - VETUS TESTAMENTUM-LIBER DEUTERONOMII_djvu.txt
1,13:15,50. LIBER XLVIII - VETUS TESTAMENTUM-LIBER 1 MACHABÆORUM_djvu.txt
1,13:16,70. LIBER LXVIII - NOVUM TESTAMENTUM-EPISTULA BEATI PAULI APOSTOLI AD HEBRÆOS_djvu.txt
1,13:20,5. LIBER III - VETUS TESTAMENTUM-LIBER LEVITICUS_djvu.txt
1,13:21,56. LIBER LIV - NOVUM TESTAMENTUM-ACTUS APOSTOLORUM_djvu.txt
1,13:26,23. LIBER XXI - VETUS TESTAMENTUM-LIBER IUDITH_djvu.txt
1,13:31,5. LIBER III - VETUS TESTAMENTUM-LIBER LEVITICUS_djvu.txt
1,13:52,5. LIBER III - VETUS TESTAMENTUM-LIBER LEVITICUS_djvu.txt
1,13:57,52. LIBER L - NOVUM TESTAMENTUM-EVANGELIUM SECUNDUM MATTHÆUM_djvu.txt
1,13:7,50. LIBER XLVIII - VETUS TESTAMENTUM-LIBER 1 MACHABÆORUM_djvu.txt
1,13:7,56. LIBER LIV - NOVUM TESTAMENTUM-ACTUS APOSTOLORUM_djvu.txt
,"13. ARCANA XIII - ARCANA CCELESTIA, QUAE IN SCRIPTURA SACRA",2. ARCANUM - MENSAM DE CONTENTIS IN EODEM_djvu.txt
,"13). 2) Nonio Marcelo, gramatico latino.",2 DICIONARIO ESCOLAR LATINO-PORTUGUES  K - Z. ERNESTO FARIA E RUTH JUNQUEIRA_djvu.txt
1,135 : 5,0030HORO_djvu.txt
,1377. canthulus ‘canto’: cancho ‘penasco’,2 DICCIONARIO ETIMOLOGICO ESPANOL E HISPANICO PARTE 2 VOCES PRIMITIVAS LATINAS POR VICENTE GARCIA DE DIEGO_djvu.txt
1,14 Dcus mcus pt^ne iflos ut roiam : & fi-,1685CatholicLatinVulgateCompleteApocryphaNominumInterpretatio_05of10_djvu.txt
,14 DOCTRINA NOV^ HIEROSDLYM/E,10. LIBER VIII - DOCTRINA NOVÆ HIEROSOLYMÆ DE FIDE_djvu.txt
1,14:14,30. LIBER XXVIII - VETUS TESTAMENTUM-LIBER SAPIENTIÆ_djvu.txt
1,14:15,58. LIBER LVI - NOVUM TESTAMENTUM-EPISTULA BEATI PAULI APOSTOLI AD CORINTHIOS 1_djvu.txt
,14:15 et alter angelus exivit de templo,79. LIBER LXXVII - NOVUM TESTAMENTUM-APOCALYPSIS BEATI IOANNIS APOSTOLI_djvu.txt
1,14:17,58. LIBER LVI - NOVUM TESTAMENTUM-EPISTULA BEATI PAULI APOSTOLI AD CORINTHIOS 1_djvu.txt
1,14:2,22. LIBER XX - VETUS TESTAMENTUM-LIBER TOBIÆ_djvu.txt
1,14:24,5. LIBER III - VETUS TESTAMENTUM-LIBER LEVITICUS_djvu.txt
1,14:26,31. LIBER XXIX - VETUS TESTAMENTUM-LIBER ECCLESIASTICUS_djvu.txt
1,14:29,30. LIBER XXVIII - VETUS TESTAMENTUM-LIBER SAPIENTIÆ_djvu.txt
1,14:8,13. LIBER XI - VETUS TESTAMENTUM-LIBER 1 REGUM_djvu.txt
,"144, 14. trisyllaba (<(alia quadrisyllaba alia)> trisyllaba Sp. duce Sciop,",1810370.0001.001.umich.edu_djvu.txt
1,"15 Mett — u^«- -Pifum Indicum. Plempio. pag,",1911274.med.yale.edu_djvu.txt
,"15 Perdere posse sat est, si quem iuvat ista potestas,",16121932428888bsb10242059_djvu.txt
1,15:21,52. LIBER L - NOVUM TESTAMENTUM-EVANGELIUM SECUNDUM MATTHÆUM_djvu.txt
1,15:22,52. LIBER L - NOVUM TESTAMENTUM-EVANGELIUM SECUNDUM MATTHÆUM_djvu.txt
1,15:28,13. LIBER XI - VETUS TESTAMENTUM-LIBER 1 REGUM_djvu.txt
1,15:31,50. LIBER XLVIII - VETUS TESTAMENTUM-LIBER 1 MACHABÆORUM_djvu.txt
1,15:32,57. LIBER LV - NOVUM TESTAMENTUM-EPISTULA BEATI PAULI APOSTOLI AD ROMANOS_djvu.txt
1,15:36,8. LIBER VI - VETUS TESTAMENTUM-LIBER IOSUE_djvu.txt
,"15:47 vae tibi, misera, propter quod",21. LIBER XIX - VETUS TESTAMENTUM-LIBER 4 ESDRÆ_djvu.txt
1,15:8,25. LIBER XXIII - VETUS TESTAMENTUM-LIBER IOB_djvu.txt
1,15:8,14. LIBER XII - VETUS TESTAMENTUM-LIBER 2 REGUM_djvu.txt
1,1593J,2574035R_djvu.txt
1,16:11,27. LIBER XXV - VETUS TESTAMENTUM-LIBER PROVERBIORUM_djvu.txt
1,16:11,16. LIBER XIV - VETUS TESTAMENTUM-LIBER 2 PARALIPOMENON_djvu.txt
1,16:14,11. LIBER IX - VETUS TESTAMENTUM-LIBER 1 SAMUELIS_djvu.txt
1,16:16,58. LIBER LVI - NOVUM TESTAMENTUM-EPISTULA BEATI PAULI APOSTOLI AD CORINTHIOS 1_djvu.txt
1,16:18,25. LIBER XXIII - VETUS TESTAMENTUM-LIBER IOB_djvu.txt
,16:18 et facta sunt fulgora et voces et,79. LIBER LXXVII - NOVUM TESTAMENTUM-APOCALYPSIS BEATI IOANNIS APOSTOLI_djvu.txt
1,16:20,9. LIBER VII - VETUS TESTAMENTUM-LIBER IUDICUM_djvu.txt
1,16:21,11. LIBER IX - VETUS TESTAMENTUM-LIBER 1 SAMUELIS_djvu.txt
1,16:24,5. LIBER III - VETUS TESTAMENTUM-LIBER LEVITICUS_djvu.txt
1,16:49,6. LIBER IV - VETUS TESTAMENTUM-LIBER NUMERI_djvu.txt
2,"1634 introd.), which in 'March of the same year Erasmus answered with a",10. CARTAS DE ERASMO. OPVS EPISTOLARVM ERASMI TOM. X 1532-1534_djvu.txt
1,"17; id. L. L. 5, § 103 Muli), n., = Wa<W","3. A CLASSICAL AND MEDIEVAL LATIN DICTIONARY- LEWIS AND SHORT. VOL. 3 J-P, PAG. 1009- 1497_djvu.txt"
1,17:10,54. LIBER LII - NOVUM TESTAMENTUM-EVANGELIUM SECUNDUM LUCAM_djvu.txt
1,17:12,4. LIBER II - VETUS TESTAMENTUM-LIBER EXODUS_djvu.txt
1,17:20,15. LIBER XIII - VETUS TESTAMENTUM-LIBER 1 PARALIPOMENON_djvu.txt
1,17:23,52. LIBER L - NOVUM TESTAMENTUM-EVANGELIUM SECUNDUM MATTHÆUM_djvu.txt
1,17:25,54. LIBER LII - NOVUM TESTAMENTUM-EVANGELIUM SECUNDUM LUCAM_djvu.txt
1,17:3,14. LIBER XII - VETUS TESTAMENTUM-LIBER 2 REGUM_djvu.txt
,17:3 et abstulit me in desertum in spiritu,79. LIBER LXXVII - NOVUM TESTAMENTUM-APOCALYPSIS BEATI IOANNIS APOSTOLI_djvu.txt
1,17:39,26. LIBER XXIV - VETUS TESTAMENTUM-LIBER PSALMORUM_djvu.txt
1,17:45,11. LIBER IX - VETUS TESTAMENTUM-LIBER 1 SAMUELIS_djvu.txt
,"17. Vicaneus , Valachiam territorio",2651361R_djvu.txt
1,"1732, t. 8, p. 651 sqq.).","1946- Emmanuel Doronzo- Tractus dogmaticus de Sacramentis in Genere (BW, 600dpi, OCR)_djvu.txt"
2,"177. — II. post, Kays. brackets. 13. adversari, T, and two inferior",1887proacluentioo00cice_djvu.txt
1,1798. p 7 ] 1799. 1834.1844*2049.2116.2189.2190* 2223*,"5. ARCANA IIII - ARCANA CŒLESTIA, QUAE IN SCRIPTURA SACRA SEU VERBO DOMINI SUNT, DETECTA 3_djvu.txt"
,"18; qu» quod fint Beflite draconis, patet avexfibtis 2.4. ii, ibi: perpri-.",10. LIBER VIII - DOCTRINA NOVÆ HIEROSOLYMÆ DE FIDE_djvu.txt
1,18:23,11. LIBER IX - VETUS TESTAMENTUM-LIBER 1 SAMUELIS_djvu.txt
1,18:27,8. LIBER VI - VETUS TESTAMENTUM-LIBER IOSUE_djvu.txt
,18:6 reddite illi sicut ipsa reddidit et,79. LIBER LXXVII - NOVUM TESTAMENTUM-APOCALYPSIS BEATI IOANNIS APOSTOLI_djvu.txt
1,18:9,36. LIBER XXXIV - VETUS TESTAMENTUM-PROPHETIA EZECHIELIS_djvu.txt
1,1844.,101192990_djvu.txt
,1850 Jacobus-McH^,101192990_djvu.txt
,19 Nov. 1533,10. CARTAS DE ERASMO. OPVS EPISTOLARVM ERASMI TOM. X 1532-1534_djvu.txt
,"19, JutisprtideuLia ecciefiartiGa. Objecta ejusdem*",1-Jus-ecclesiasticum-publicum-PHAIDRA_o_241239_djvu.txt
,19: veteribus bene factis nova pensantes,"1. A CLASSICAL AND MEDIEVAL  LATIN DICTIONARY- LEWIS AND SHORT, VOL.1 A - C, PAG.1-508_djvu.txt"
1,19:23,12. LIBER X - VETUS TESTAMENTUM-LIBER 2 SAMUELIS_djvu.txt
1,19:8,31. LIBER XXIX - VETUS TESTAMENTUM-LIBER ECCLESIASTICUS_djvu.txt
1,19^,2731147R_djvu.txt
1,193 (bis) 229 286 318 409 413 424,1223028.0001.001.umich.edu_djvu.txt
2,1993 for the Good Friday postmeridian Liturgy at Saint John’s,35_Latin Hymns for Good Friday_Strutt_djvu.txt
1,1h>,2221015R_djvu.txt
1,2 £acbta loga q eetenftone atttngut genua,2211088R_djvu.txt
1,"2, 63 ; cf. id. Cure. 1, 3, 26. — G. Pregn, ,","2. A CLASSICAL AND MEDIEVAL LATIN DICTIONARY- LEWIS AND SHORT, VOL. 2 D- I, PAG. 509- 1008 _djvu.txt"
1,2:1,66. LIBER LXIV - NOVUM TESTAMENTUM-EPISTULA BEATI PAULI APOSTOLI AD TIMOTHEUM 1_djvu.txt
1,2:1,12. LIBER X - VETUS TESTAMENTUM-LIBER 2 SAMUELIS_djvu.txt
1,2:10,47. LIBER XLV - VETUS TESTAMENTUM-PROPHETIA AGGAEI_djvu.txt
1,2:10,68. LIBER LXVI - NOVUM TESTAMENTUM-EPISTULA BEATI PAULI APOSTOLI AD TITUM_djvu.txt
1,2:10,63. LIBER LXI - NOVUM TESTAMENTUM-EPISTULA BEATI PAULI APOSTOLI AD COLOSSENSES_djvu.txt
1,2:10,63. LIBER LXI - NOVUM TESTAMENTUM-EPISTULA BEATI PAULI APOSTOLI AD COLOSSENSES_djvu.txt
1,2:10,10. LIBER VIII - VETUS TESTAMENTUM-LIBER RUTH_djvu.txt
1,2:10,64. LIBER LXII - NOVUM TESTAMENTUM-EPISTULA BEATI PAULI APOSTOLI AD THESSALONICENSES 1_djvu.txt
1,2:10,47. LIBER XLV - VETUS TESTAMENTUM-PROPHETIA AGGAEI_djvu.txt
,2:11 ideo mittit illis Deus operationem,65. LIBER LXIII - NOVUM TESTAMENTUM-EPISTULA BEATI PAULI APOSTOLI AD THESSALONICENSES 2_djvu.txt
1,2:12,29. LIBER XXVII - VETUS TESTAMENTUM-CANTICUM CANTICORUM_djvu.txt
1,2:12,46. LIBER XLIV - VETUS TESTAMENTUM-PROPHETIA SOPHONIÆ_djvu.txt
1,2:12,46. LIBER XLIV - VETUS TESTAMENTUM-PROPHETIA SOPHONIÆ_djvu.txt
1,2:13,50. LIBER XLVIII - VETUS TESTAMENTUM-LIBER 1 MACHABÆORUM_djvu.txt
1,2:13,64. LIBER LXII - NOVUM TESTAMENTUM-EPISTULA BEATI PAULI APOSTOLI AD THESSALONICENSES 1_djvu.txt
1,2:13,19. LIBER XVII - VETUS TESTAMENTUM-LIBER 2 ESDRÆ_djvu.txt
1,2:13,40. LIBER XXXVIII - VETUS TESTAMENTUM-PROPHETIA AMOS_djvu.txt
1,2:14,47. LIBER XLV - VETUS TESTAMENTUM-PROPHETIA AGGAEI_djvu.txt
1,"rurgus mit einem sjftenfcben, bet fo wnig feinec &bc <*te #ecFom*",2433066RX2_djvu.txt
,"Rursum autem animadversum est, hos uniuscujusque planetae spirarua",1858-kepler-opera-omnia_djvu.txt
,rus cuis ir,101321207_djvu.txt
,rus niger 64 fal indum 84fal naptiA,3836222_djvu.txt
1,"rvV&vv9rv£%. vvrvvvil^iUD rr*rr»»,&zv*>£ / rr*»v»v^»^J©tV",100899922_djvu.txt
1,S 3 ra,1628-William-Gilbert-De-Mundo_djvu.txt
,"S et dle -ten - tur, lz - ten - tur. Ma - gn - fi - ca - te",Benedicam Dominum in omni tempore (Michael Praetorius)_djvu.txt
1,s:,2211095R_djvu.txt
1,S.L A.E. AAS 0033 - 2000 tel. 040/410431 - fax 040/418408,Carmina Aquilegiae_djvu.txt
1,s/sirtS u*r ra* u*nv,101137350_djvu.txt
1,S33,"6. ARCANA IV - ARCANA CŒLESTIA, QUAE IN SCRIPTURA SACRA SEU VERBO DOMINI SUNT, DETECTA 4_djvu.txt"
1,S76,"3. ARCANA I - ARCANA CŒLESTIA, QUAE IN SCRIPTURA SACRA SEU VERBO DOMINI SUNT, DETECTA 1_djvu.txt"
,saccis a maiore usque ad minorem,42. LIBER XL - VETUS TESTAMENTUM-PROPHETIA IONÆ_djvu.txt
,sacerdotes autem super panes propositionis et ad similae sacrificium et ad lagana et azyma et,15. LIBER XIII - VETUS TESTAMENTUM-LIBER 1 PARALIPOMENON_djvu.txt
,sacerdotibus nostris et prophetis nostris,35. LIBER XXXIII - VETUS TESTAMENTUM-PROPHETIA BARUCH_djvu.txt
,sacerdotio fungerentur,5. LIBER III - VETUS TESTAMENTUM-LIBER LEVITICUS_djvu.txt
1,"Sacramentary of Gellone, Folio 143v, c. 790, Bibliotheque nationale de France.",35_Latin Hymns for Good Friday_Strutt_djvu.txt
1,"Sacramentary of Gellone, Folio 143v, c. 790, Bibliotheque nationale de France.",35_Latin Hymns for Good Friday_Strutt_djvu.txt
,sacrificium ut non efferant in atrio exteriori et sanctificetur populus,36. LIBER XXXIV - VETUS TESTAMENTUM-PROPHETIA EZECHIELIS_djvu.txt
,Saepe hac jam die humor vaccinae turbidus,39002086341642.med.yale.edu_djvu.txt
,saluta Priscam et Aquilam et Onesifori domum,67. LIBER LXV - NOVUM TESTAMENTUM-EPISTULA BEATI PAULI APOSTOLI AD TIMOTHEUM 2_djvu.txt
,salutant te filii sororis tuae Electae.,76. LIBER LXXIV - NOVUM TESTAMENTUM-EPISTULA BEATI IOANNIS APOSTOLI 2_djvu.txt
,salutant te filii sororis tuae Electae.,76. LIBER LXXIV - NOVUM TESTAMENTUM-EPISTULA BEATI IOANNIS APOSTOLI 2_djvu.txt
,salutat te Epaphras concaptivus meus in Christo Iesu,69. LIBER LXVII - NOVUM TESTAMENTUM-EPISTULA BEATI PAULI APOSTOLI AD PHILEMONEM_djvu.txt
,salutate omnes fratres in osculo sancto.,71. LIBER LXIX - NOVUM TESTAMENTUM-EPISTULA BEATI APOSTOLI AD LAODICIANOS_djvu.txt
,"sam solvit intergranulosam, ita ut in granula dehiscat. Solu-",39002086173680.med.yale.edu_djvu.txt
,"san cum majori anatomicorum applausu, in ani-",39002086306520.med.yale.edu_djvu.txt
,sancto amore uniri* Agitur m hoc Versu de Unione Divini Bo¬,"13. ARCANA XI - ARCANA CŒLESTIA, QUAE IN SCRIPTURA SACRA SEU VERBO DOMINI SUNT, DETECTA 11_djvu.txt"
,sanctorum pedes lavit si tribulationem,66. LIBER LXIV - NOVUM TESTAMENTUM-EPISTULA BEATI PAULI APOSTOLI AD TIMOTHEUM 1_djvu.txt
,sanctum meum bibent omnes gentes,41. LIBER XXXIX - VETUS TESTAMENTUM-PROPHETIA ABDIÆ_djvu.txt
,sanctum meum bibent omnes gentes,41. LIBER XXXIX - VETUS TESTAMENTUM-PROPHETIA ABDIÆ_djvu.txt
,sanctus et possidebit domus Iacob eos,41. LIBER XXXIX - VETUS TESTAMENTUM-PROPHETIA ABDIÆ_djvu.txt
,Sanfli fg ili culum benedidum deferen¬,7-Tomus-septimus-in-quo-continentur-constitutiones-epistolae-aliaque-edita-ab-PHAIDRA_o_340130_djvu.txt
,"Sanftos &c corum rclirjuias, vidc Sanfti flc",1685CatholicLatinVulgateCompleteApocryphaNominumInterpretatio_10of10_djvu.txt
,sanguine passeris immolati atque in aquis viventibus et asperget domum septies,5. LIBER III - VETUS TESTAMENTUM-LIBER LEVITICUS_djvu.txt
,sanguinibus hominis et iniquitate terrae et civitatis et omnium,45. LIBER XLIII - VETUS TESTAMENTUM-PROPHETIA HABACUC_djvu.txt
,"Sanguinis atq; aliquas partes & raembracoercens,",2316010R_djvu.txt
,sanguinis mictus copiosus.,2088704.0001.001.umich.edu_djvu.txt
,Santa Barbara do Monte Verde: Sancta Barbara Montis Viridis.,38166565-Lexicon-Nominum-Locorum_djvu.txt
,"Santuario terrenal yacia en ruinas, es evidente que Daniel esta anunciando","[28] En Esto Creemos , para estar atentos a la palabra- IASD_djvu.txt"
,"satis magnum elapsum fuit tcmpus, quo tubercula cmol-",39002086173631.med.yale.edu_djvu.txt
,"Satyın brünftige Schaar eilig verfolgenden Schritts,",16121932428888bsb10242059_djvu.txt
,Sc hoc eft quod dicit totam declinationem tum fore a la¬,1628-William-Gilbert-De-Mundo_djvu.txt
,scant ad multitudinem in medio terrae.,"10. ARCANA VIII - ARCANA CŒLESTIA, QUAE IN SCRIPTURA SACRA SEU VERBO DOMINI SUNT, DETECTA 8_djvu.txt"
,"scantur, sed haec sententia eorum, qui et fumum su-",39002055095773.med.yale.edu_djvu.txt
,scelera nostra dignis lachrimis deplorauerimus et ad meliorem vitam 85,11. CARTAS DE ERASMO.  OPVS EPISTOLARVM ERASMI TOM. XI 1534-1536_djvu.txt
,"scendi, hic inquam actus supremus est et prorsus eminens exem-",39002086311207.med.yale.edu_djvu.txt
,Scia piimi,2254050R_djvu.txt
,sciebat enim quisnam esset qui traderet eum propterea dixit non estis mundi omnes,55. LIBER LIII - NOVUM TESTAMENTUM-EVANGELIUM SECUNDUM IOANNEM_djvu.txt
,"sciendi, intelligendi et sapiendi, et in illa affectione est vita","9. ARCANA VII - ARCANA CŒLESTIA, QUAE IN SCRIPTURA SACRA SEU VERBO DOMINI SUNT, DETECTA 7_djvu.txt"
,sciens quia subversus est qui eiusmodi est et delinquit proprio iudicio condemnatus,68. LIBER LXVI - NOVUM TESTAMENTUM-EPISTULA BEATI PAULI APOSTOLI AD TITUM_djvu.txt
,scientes quod probatio fidei vestrae patientiam operatur,72. LIBER LXX - NOVUM TESTAMENTUM-EPISTULA CATHOLICA BEATI IACOBI APOSTOLI_djvu.txt
,scilicet erit particula ex illa decennaria Canal. Neque vicenaria neque cen-,1810370.0001.001.umich.edu_djvu.txt
,scit enim illa omnia et intellegit et deducet me in operibus meis sobrie et custodiet me in sua,30. LIBER XXVIII - VETUS TESTAMENTUM-LIBER SAPIENTIÆ_djvu.txt
,scitis enim gratiam Domini nostri Iesu Christi quoniam propter vos egenus factus est cum,59. LIBER LVII - NOVUM TESTAMENTUM-EPISTULA BEATI PAULI APOSTOLI AD CORINTHIOS 2_djvu.txt
,scitis enim quae praecepta dederimus vobis per Dominum Iesum,64. LIBER LXII - NOVUM TESTAMENTUM-EPISTULA BEATI PAULI APOSTOLI AD THESSALONICENSES 1_djvu.txt
,scitis enim quae praecepta dederimus vobis per Dominum Iesum,64. LIBER LXII - NOVUM TESTAMENTUM-EPISTULA BEATI PAULI APOSTOLI AD THESSALONICENSES 1_djvu.txt
,scmpcr spectat ; sed etiam ad secretionem puris,2751012R_djvu.txt
,Scorpius. aut aries donat fua tempora librae .,3840467_djvu.txt
,"scribendi genus eimplex, elegans, pmnibus per-",39002086311207.med.yale.edu_djvu.txt
,SCRIPTUaA SACftA,"3. ARCANA I - ARCANA CŒLESTIA, QUAE IN SCRIPTURA SACRA SEU VERBO DOMINI SUNT, DETECTA 1_djvu.txt"
,"Scripturis de Ipfo , Luc. XXIV. 25. 26. 27. Porro, „ Jefus dixit difcipulis, haec",3. LIBER I - DOCTRINA NOVÆ HIEROSOLYMÆ DE DOMINO_djvu.txt
,"secis impedimentis), non ex impotentia physica de¬","1966- Louis Bertrand Gillon- de Gratia (600dpi, BW OCR)_djvu.txt"
,SECTIO III.,2392016RX1_djvu.txt
,secundum scientiam vestram et ego novi nec inferior vestri sum,25. LIBER XXIII - VETUS TESTAMENTUM-LIBER IOB_djvu.txt
,"secundum statum inductum oculis ex objeci is, quem statum",7. LIBER V - DE COMMERCIO ANIMÆ ET CORPORIS_djvu.txt
,Sed ab indefeflb Inftitutionum &c. profeflfore* do-,2552042R_djvu.txt
